"age"	"workclass"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"nativeCountry"
22	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Own-child"	"Black"	"Female"	"United-States"
56	"Private"	"9th"	5	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
22	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
37	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
57	"Local-gov"	"Bachelors"	13	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"United-States"
38	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Unmarried"	"Black"	"Female"	"United-States"
38	"Federal-gov"	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
30	"Self-emp-inc"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Asian-Pac-Islander"	"Male"	"South"
32	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"12th"	8	"Married-spouse-absent"	"Other-service"	"Not-in-family"	"Black"	"Female"	"United-States"
56	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
42	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
71	"Local-gov"	"HS-grad"	9	"Widowed"	"Exec-managerial"	"Other-relative"	"White"	"Female"	"United-States"
20	"Private"	"11th"	7	"Never-married"	"Transport-moving"	"Own-child"	"White"	"Male"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	"United-States"
61	"Private"	"Some-college"	10	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
24	"State-gov"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
51	"Private"	"9th"	5	"Never-married"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
27	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
41	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
31	"Private"	"HS-grad"	9	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	"United-States"
39	"Private"	"HS-grad"	9	"Divorced"	"Priv-house-serv"	"Unmarried"	"Black"	"Female"	"United-States"
51	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
52	"Private"	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Unmarried"	"White"	"Female"	"United-States"
49	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
43	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
45	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
49	"Private"	"HS-grad"	9	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	"United-States"
19	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
44	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
67	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
58	"Private"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
67	"Private"	"HS-grad"	9	"Widowed"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"Germany"
61	"Private"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
55	"Local-gov"	"7th-8th"	4	"Never-married"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
35	"Federal-gov"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
35	"Private"	"10th"	6	"Never-married"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
20	"State-gov"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
51	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"Black"	"Female"	"United-States"
23	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Male"	"United-States"
39	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Some-college"	10	"Divorced"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
47	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
27	"Private"	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
21	"State-gov"	"Some-college"	10	"Never-married"	"Protective-serv"	"Not-in-family"	"White"	"Male"	"United-States"
18	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
24	"Private"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Male"	"United-States"
39	"Federal-gov"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
51	"State-gov"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
62	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
49	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
20	"Private"	"11th"	7	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
24	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Female"	"United-States"
54	"Self-emp-not-inc"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
43	"Private"	"Some-college"	10	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	"United-States"
26	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
24	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	"United-States"
18	"Private"	"11th"	7	"Never-married"	"Other-service"	"Own-child"	"Amer-Indian-Eskimo"	"Male"	"United-States"
45	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
26	"Private"	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
47	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
21	"Without-pay"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"Black"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Divorced"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
68	"Private"	"Some-college"	10	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
21	"Private"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"Black"	"Male"	"Mexico"
28	"Self-emp-inc"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
46	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
35	"Private"	"HS-grad"	9	"Separated"	"Transport-moving"	"Unmarried"	"Black"	"Female"	"United-States"
50	"Self-emp-not-inc"	"10th"	6	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
48	"Self-emp-inc"	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
59	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Own-child"	"Black"	"Male"	"United-States"
53	"Private"	"HS-grad"	9	"Widowed"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
50	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"12th"	8	"Married-spouse-absent"	"Handlers-cleaners"	"Not-in-family"	"Other"	"Male"	"Dominican-Republic"
52	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"Black"	"Male"	"United-States"
38	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
43	"Private"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
35	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	"United-States"
41	"Private"	"Prof-school"	15	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
22	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	"United-States"
39	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
45	"Private"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"9th"	5	"Married-civ-spouse"	"Farming-fishing"	"Wife"	"White"	"Female"	"United-States"
40	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
47	"Self-emp-not-inc"	"5th-6th"	3	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	"Jamaica"
53	"Self-emp-inc"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
33	"Local-gov"	"Bachelors"	13	"Never-married"	"Tech-support"	"Not-in-family"	"Black"	"Male"	"United-States"
24	"Private"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
34	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
46	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
29	"Federal-gov"	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
61	"State-gov"	"11th"	7	"Widowed"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
31	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Married-spouse-absent"	"Tech-support"	"Own-child"	"Black"	"Male"	"United-States"
42	"Private"	"HS-grad"	9	"Separated"	"Craft-repair"	"Unmarried"	"White"	"Male"	"United-States"
50	"Federal-gov"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
39	"Private"	"7th-8th"	4	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
74	"Private"	"1st-4th"	2	"Married-civ-spouse"	"Transport-moving"	"Husband"	"Black"	"Male"	"United-States"
40	"Private"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
75	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
40	"Local-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
36	"Private"	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
19	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
36	"Private"	"Assoc-acdm"	12	"Separated"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
50	"Federal-gov"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
47	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"Black"	"Female"	"United-States"
48	"Private"	"HS-grad"	9	"Never-married"	"Tech-support"	"Unmarried"	"Black"	"Female"	"Jamaica"
60	"Self-emp-inc"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
30	"Private"	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"Black"	"Male"	"United-States"
32	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
45	"Local-gov"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
51	"Private"	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"9th"	5	"Married-spouse-absent"	"Machine-op-inspct"	"Unmarried"	"Black"	"Male"	"Haiti"
48	"Self-emp-not-inc"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"Mexico"
32	"Private"	"Assoc-acdm"	12	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	"United-States"
31	"Private"	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Unmarried"	"Black"	"Female"	"United-States"
58	"Self-emp-not-inc"	"Bachelors"	13	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
32	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
32	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	"United-States"
40	"Private"	"Bachelors"	13	"Divorced"	"Sales"	"Own-child"	"White"	"Male"	"United-States"
50	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Self-emp-not-inc"	"10th"	6	"Separated"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	"United-States"
30	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
21	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
28	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	"United-States"
32	"Private"	"Assoc-acdm"	12	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Female"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
59	"Private"	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
49	"Private"	"Some-college"	10	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
36	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
46	"Private"	"Some-college"	10	"Divorced"	"Priv-house-serv"	"Unmarried"	"White"	"Female"	"United-States"
37	"Local-gov"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
48	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"Black"	"Male"	"United-States"
43	"Private"	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
29	"Private"	"Bachelors"	13	"Divorced"	"Other-service"	"Unmarried"	"Other"	"Female"	"United-States"
66	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
59	"Private"	"Prof-school"	15	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	"United-States"
62	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"10th"	6	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"Mexico"
28	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
27	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
42	"State-gov"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
60	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
58	"Private"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
27	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
45	"Private"	"HS-grad"	9	"Widowed"	"Craft-repair"	"Not-in-family"	"White"	"Female"	"United-States"
50	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
43	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	"United-States"
39	"Private"	"Prof-school"	15	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
21	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
24	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"Black"	"Male"	"United-States"
59	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
35	"Private"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Asian-Pac-Islander"	"Male"	"Hong"
33	"Private"	"Some-college"	10	"Divorced"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
30	"Private"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"Black"	"Female"	"United-States"
40	"Private"	"Assoc-voc"	11	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	"United-States"
26	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
37	"Federal-gov"	"Assoc-voc"	11	"Separated"	"Adm-clerical"	"Not-in-family"	"Black"	"Male"	"United-States"
68	"Self-emp-not-inc"	"Some-college"	10	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Female"	"United-States"
45	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
56	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
50	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
39	"Federal-gov"	"Some-college"	10	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
26	"Local-gov"	"Bachelors"	13	"Never-married"	"Protective-serv"	"Not-in-family"	"White"	"Male"	"United-States"
52	"Self-emp-inc"	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
52	"Private"	"Bachelors"	13	"Divorced"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	"United-States"
84	"Private"	"HS-grad"	9	"Widowed"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
33	"Federal-gov"	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
46	"Federal-gov"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
38	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"England"
66	"Private"	"HS-grad"	9	"Widowed"	"Priv-house-serv"	"Not-in-family"	"White"	"Female"	"United-States"
62	"Federal-gov"	"Masters"	14	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"Italy"
31	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Black"	"Male"	"United-States"
31	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
27	"Private"	"Bachelors"	13	"Never-married"	"Tech-support"	"Own-child"	"White"	"Female"	"United-States"
38	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Other-relative"	"White"	"Male"	"United-States"
48	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Wife"	"White"	"Female"	"United-States"
45	"Local-gov"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
22	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	"United-States"
50	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"Poland"
21	"Private"	"HS-grad"	9	"Never-married"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	"United-States"
44	"Local-gov"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
60	"Self-emp-not-inc"	"HS-grad"	9	"Separated"	"Other-service"	"Not-in-family"	"Black"	"Male"	"United-States"
51	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"HS-grad"	9	"Married-spouse-absent"	"Craft-repair"	"Other-relative"	"White"	"Male"	"United-States"
46	"Self-emp-not-inc"	"Assoc-acdm"	12	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
43	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
57	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"Black"	"Male"	"United-States"
48	"Private"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
68	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
33	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
22	"Without-pay"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
28	"Private"	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	"United-States"
32	"Private"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Asian-Pac-Islander"	"Male"	"India"
56	"Private"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
36	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
18	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
39	"Private"	"10th"	6	"Widowed"	"Machine-op-inspct"	"Not-in-family"	"Black"	"Male"	"United-States"
25	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
27	"Self-emp-not-inc"	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
56	"Self-emp-not-inc"	"Masters"	14	"Divorced"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
33	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
49	"Self-emp-inc"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Black"	"Male"	"United-States"
44	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
30	"Self-emp-not-inc"	"11th"	7	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
27	"Private"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
25	"Private"	"Bachelors"	13	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
30	"Self-emp-inc"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
38	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"El-Salvador"
38	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
46	"Private"	"Some-college"	10	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	"United-States"
37	"Private"	"HS-grad"	9	"Widowed"	"Machine-op-inspct"	"Unmarried"	"White"	"Female"	"United-States"
62	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
